subject,session,trial,class,channel,artifact,peak_abs_uv,theta_baseline,theta_mi,beta_baseline,beta_mi,mu_baseline,mu_mi,theta_beta_baseline,theta_beta_mi,theta_beta_change_pct,mu_erd_pct,beta_erd_pct
A18,A18_R1_acquisition,4,LEFT,Cz,False,8.647433854139498,4.483627573742085e-13,9.232160413876529e-13,6.252555826646035e-13,7.542160140143426e-13,4.492922568271509e-13,4.952295775939864e-13,0.7170871717185723,1.224073772278848,70.70083255641441,-10.224374016868085,-20.625234692053187
A18,A18_R1_acquisition,4,LEFT,C4,False,8.647433854139498,7.075927042416822e-13,8.585007538090884e-13,1.3545080843781573e-12,1.4565969787536296e-12,2.0439193832762506e-13,3.989974019549107e-13,0.5223982879116825,0.5893879819410885,12.82349034817882,-95.21190768069707,-7.5369719496610035
A18,A18_R1_acquisition,5,RIGHT,C3,False,11.405027447245583,4.768881251785841e-13,7.119772960160147e-13,2.5275173826732927e-12,1.795368695441009e-12,2.657975432556585e-12,1.2813713226653584e-12,0.1886784749524418,0.3965632785198623,110.17939572588756,51.79145348861009,28.967107892168407
A18,A18_R1_acquisition,5,RIGHT,Cz,False,11.405027447245583,3.166140721667984e-13,1.1507135634288817e-12,5.223936177802639e-13,5.863507216646019e-13,3.633267679036902e-13,4.379813094115911e-13,0.6060833467149608,1.9625004641626427,223.80042692141495,-20.54749280892239,-12.243086765895454
A18,A18_R1_acquisition,5,RIGHT,C4,False,11.405027447245583,4.799122367093305e-13,5.212198200447747e-13,1.6535921524267079e-12,1.2463007930752235e-12,1.0169281557823319e-12,4.2994373977764244e-12,0.29022406522977356,0.41821350266389123,44.10021523638539,-322.7867399805475,24.630702241406333
A18,A18_R1_acquisition,6,LEFT,C3,False,9.286712301518024,3.4526126391709353e-13,7.734165305365399e-13,1.610651309036406e-12,1.6791133116989406e-12,1.9332751492802184e-12,3.7918627405478806e-12,0.2143612723499109,0.46061008816253785,114.875608412449,-96.13673418186939,-4.2505787738435465
A18,A18_R1_acquisition,6,LEFT,Cz,False,9.286712301518024,6.649754249255974e-13,8.601457460488602e-13,6.172495578923451e-13,4.913686762096875e-13,3.960048207767397e-13,4.733546403022133e-13,1.0773202125834107,1.7505099280724197,62.487430164769854,-19.532544925528075,20.393839100102284
A18,A18_R1_acquisition,6,LEFT,C4,False,9.286712301518024,6.159606466747108e-13,7.205637648621926e-13,8.817161327699707e-13,1.01765228603162e-12,6.961030558065336e-13,6.961103675649302e-13,0.6985929187204831,0.7080648024405888,1.355851665008859,-0.001050384470463596,-15.417224230047454
A18,A18_R1_acquisition,7,RIGHT,C3,False,7.564146485948044,4.439077435491199e-13,3.716953905673294e-13,1.2268049269303667e-12,1.0499034263604453e-12,1.7396322156111584e-12,3.717231142969307e-13,0.36184052884417217,0.3540281717679828,-2.15906081641667,78.6320860834174,14.419692706366375
A18,A18_R1_acquisition,7,RIGHT,Cz,False,7.564146485948044,6.669546468932126e-13,9.641171020823612e-13,5.187591513165508e-13,5.322020077131079e-13,9.7354249407864e-13,4.865411957454702e-13,1.2856730241780965,1.8115623167699213,40.90381323260746,50.02363032895319,-2.5913482899416205
A18,A18_R1_acquisition,7,RIGHT,C4,False,7.564146485948044,3.7485700231521933e-13,3.80592839323554e-13,1.2752860780985457e-12,8.771853795250596e-13,5.522278162718927e-13,6.292665037721068e-13,0.2939395393338975,0.43387959741146276,47.60844981749864,-13.950526436771087,31.2165799823562
A18,A18_R1_acquisition,8,RIGHT,C3,False,7.573935788482699,4.615768516110598e-13,7.678260811264627e-13,2.7419362462074833e-12,1.1522453236165045e-12,3.5707543193451013e-12,4.360952175598748e-13,0.16833974613723826,0.6663737881066152,295.85053642848953,87.78702821425537,57.97694693995034
A18,A18_R1_acquisition,8,RIGHT,Cz,False,7.573935788482699,6.444747776295371e-13,2.586519734314678e-13,6.488562511013652e-13,3.4818019170196714e-13,3.944937983984246e-13,2.548880704628704e-13,0.9932473895960915,0.7428681458503731,-25.208145157827825,35.38857353457237,46.33939472557012
A18,A18_R1_acquisition,8,RIGHT,C4,False,7.573935788482699,7.372333582326433e-13,7.195584069377962e-13,1.0660473450075974e-12,1.0701288386293709e-12,1.1986669122866076e-12,6.245930097704062e-13,0.6915578015227731,0.6724035284007598,-2.7697284420530957,47.89269618038288,-0.38286232228685485
A18,A18_R1_acquisition,9,LEFT,C3,False,9.222748074855824,2.64774399374677e-13,6.816522240019533e-13,1.3856242847536634e-12,1.5430306462474187e-12,1.9214161262146383e-13,3.5929232903142117e-12,0.19108671974650665,0.44176194793000445,131.18401347620627,-1769.9350137091815,-11.359959783162942
A18,A18_R1_acquisition,9,LEFT,Cz,False,9.222748074855824,7.009372483486921e-13,3.225105130121627e-13,3.4800435473199703e-13,6.2905164638366e-13,4.3890738425594905e-13,8.053172653249462e-13,2.014162290838267,0.5126932182218037,-74.54558549954643,-83.48227763133852,-80.75970539739407
A18,A18_R1_acquisition,9,LEFT,C4,False,9.222748074855824,4.456693934568173e-13,4.633880905269279e-13,8.174187501339348e-13,9.52908778712702e-13,1.1215286363519561e-13,7.729197809995247e-13,0.5452155255599336,0.48628798566944204,-10.808118464706826,-589.1663359694797,-16.57535119625858
A18,A18_R1_acquisition,10,RIGHT,C3,False,8.16322184367888,3.3194929927628196e-13,7.348333130847447e-13,1.0585777916244745e-12,1.1715441158033133e-12,2.5620061766874167e-12,1.0900048505991514e-12,0.31358044907297605,0.6272348630942324,100.02358723207998,57.45502643524111,-10.67151843469933
A18,A18_R1_acquisition,10,RIGHT,Cz,False,8.16322184367888,7.050940702346289e-13,4.916011643715877e-13,5.431109324343209e-13,7.052443885195338e-13,3.6956519353478396e-13,4.381972012632525e-13,1.2982505564273406,0.6970649782886879,-46.307361484446965,-18.571015054752124,-29.852732913790103
A18,A18_R1_acquisition,10,RIGHT,C4,False,8.16322184367888,4.227180729143391e-13,5.879920216532951e-13,9.244344181974018e-13,8.466935225562917e-13,1.7517888373396945e-12,2.8450236226977815e-12,0.45727210561741843,0.6944567378737717,51.86947319607471,-62.406767417144735,8.409563091852503
A18,A18_R1_acquisition,11,LEFT,C3,False,10.847546436843011,2.812696205100846e-13,5.49958497083921e-13,1.2956467487935538e-12,1.3952276204809776e-12,2.864096528834205e-12,3.3262982008147643e-12,0.2170881999835139,0.39417116534313845,81.5718981377489,-16.137782624550464,-7.685804157664798
A18,A18_R1_acquisition,11,LEFT,Cz,False,10.847546436843011,4.723512886549211e-13,1.0186148831372389e-12,4.4420242182934184e-13,5.119801201597812e-13,6.732747836586717e-13,8.039978597970522e-13,1.0633694582520619,1.989559443869314,87.09954742725999,-19.41600655649281,-15.258291040222845
A18,A18_R1_acquisition,11,LEFT,C4,False,10.847546436843011,3.3312395220616083e-13,6.321173084222714e-13,8.06832252105864e-13,6.782379614649688e-13,4.812580085508115e-13,7.70704014335077e-13,0.41287882498089806,0.931999304575818,125.73192137401021,-60.14362371981298,15.938169341304715
A18,A18_R1_acquisition,12,RIGHT,C3,False,9.013117602656635,2.8174645739510697e-13,4.327561230120616e-13,2.1770672626876397e-12,1.5863598267311986e-12,5.733230793813791e-12,9.280617786073149e-13,0.12941559602861533,0.2727982111749418,110.79237707534328,83.81258644587095,27.133173424655663
A18,A18_R1_acquisition,12,RIGHT,Cz,False,9.013117602656635,7.955071116249491e-13,9.677750596128886e-13,6.804032534824503e-13,7.171551427050613e-13,6.927421477264603e-13,3.8302974107443987e-13,1.16917005842252,1.3494640168966865,15.420678726362924,44.708180044837555,-5.401486403027457
A18,A18_R1_acquisition,12,RIGHT,C4,False,9.013117602656635,1.8722835928425266e-13,5.528915798791927e-13,1.104252872914222e-12,1.4098374963255958e-12,1.150047639448594e-12,3.39955093481944e-12,0.16955206898410896,0.3921668854177679,131.2958419012411,-195.60087932091244,-27.673427971702594
A18,A18_R1_acquisition,13,RIGHT,C3,False,8.228035033056944,5.725306011314167e-13,7.755681087697949e-13,1.223278531786226e-12,1.337476909298999e-12,2.68351857157044e-12,7.613711567346193e-13,0.46802963205396075,0.579874017545684,23.896859906260882,71.62787823417028,-9.335435433990728
A18,A18_R1_acquisition,13,RIGHT,Cz,False,8.228035033056944,6.169354779703951e-13,5.93741809727777e-13,5.438298791579079e-13,6.528183318903068e-13,4.212100920067825e-13,3.8207943077748105e-13,1.1344273303366255,0.9095054178526707,-19.82691235208626,9.290057852809312,-20.04090928235901
A18,A18_R1_acquisition,13,RIGHT,C4,False,8.228035033056944,7.297927874057686e-13,5.266442975612715e-13,9.142911146329522e-13,1.101987446664915e-12,1.1255003578498808e-12,1.5829862419446888e-12,0.7982061465168546,0.47790408062734496,-40.1277373379317,-40.6473335085183,-20.529165057818002
A18,A18_R1_acquisition,14,LEFT,C3,False,8.974356560293568,3.502376814804843e-13,5.867228384929787e-13,1.5139990524262912e-12,2.152478478546729e-12,3.91823441977155e-12,5.918551748178941e-12,0.231332827401182,0.27258011838014357,17.830280052484596,-51.05149702921597,-42.171719004528384
A18,A18_R1_acquisition,14,LEFT,Cz,False,8.974356560293568,4.793288363793042e-13,3.7176841438466083e-13,4.925673939614774e-13,5.744791029661494e-13,3.7694369443364455e-13,7.488054546863961e-13,0.9731233578501777,0.647140013388036,-33.49866610768686,-98.6518054935158,-16.6295434916827
A18,A18_R1_acquisition,14,LEFT,C4,False,8.974356560293568,5.224634543667686e-13,4.579112813628707e-13,9.019182129210172e-13,1.0427922379451982e-12,1.3709695317710871e-12,1.7530900892815994e-12,0.579280301563798,0.43912033931627265,-24.195533987459275,-27.872286630387027,-15.619379119525286
A18,A18_R1_acquisition,15,RIGHT,C3,False,8.768632950958107,4.991943023789531e-13,4.637825302469061e-13,2.1821275221214865e-12,2.3622433028404867e-12,3.679730039325964e-12,1.1075634679497407e-12,0.22876495407272596,0.1963313980779327,-14.17767687636385,69.90095859987002,-8.254136336811781
A18,A18_R1_acquisition,15,RIGHT,Cz,False,8.768632950958107,4.86495469189994e-13,6.827845941913618e-13,5.97170493261365e-13,5.764979408900878e-13,8.805779565226371e-13,5.227549523136711e-13,0.8146676278880851,1.1843660588573344,45.38027758972602,40.63501721323947,3.4617504723612345
A18,A18_R1_acquisition,15,RIGHT,C4,False,8.768632950958107,5.068916352034804e-13,6.793925273990775e-13,1.4519675027209027e-12,1.4225533055079908e-12,1.260044042010936e-12,2.170254711081107e-12,0.3491067356904303,0.477586692019578,36.80248565672964,-72.23641703964114,2.025816497806689
A18,A18_R1_acquisition,16,LEFT,C3,False,8.91289422997089,2.0838338711860567e-13,7.126011663653935e-13,1.4471348607772319e-12,1.4926954033001025e-12,7.26061198471102e-13,5.103617919925469e-12,0.14399721322910183,0.4773922159805344,231.52878814466766,-602.9184221209417,-3.1483273437557067
A18,A18_R1_acquisition,16,LEFT,Cz,False,8.91289422997089,7.494953915258529e-13,6.552332481156234e-13,6.820572982574076e-13,7.545693200480094e-13,3.199439177301798e-13,3.470838826138303e-13,1.0988745277570422,0.8683539480162461,-20.977879996119402,-8.482725683986464,-10.63136806480383
A18,A18_R1_acquisition,16,LEFT,C4,False,8.91289422997089,3.1241847172119456e-13,6.887147826769329e-13,1.08291106915896e-12,1.0430791252044868e-12,6.773919692468644e-13,9.366294369010002e-13,0.28849873329287656,0.6602708903237962,128.86439839356453,-38.26993519606681,3.6782285349995063
A18,A18_R1_acquisition,17,RIGHT,C3,False,11.21258825373028,1.2314417633482085e-12,1.1766994661711421e-13,1.9892115048646975e-12,1.0622388483016416e-12,4.352005969291402e-13,2.8885762585797773e-13,0.6190602458997787,0.1107754125216288,-82.10587527541503,33.626555685765794,46.60000479064728
A18,A18_R1_acquisition,17,RIGHT,Cz,False,11.21258825373028,1.1778682935902973e-12,5.872952463469784e-13,4.987235060906215e-13,4.891198586681136e-13,4.0137638401858753e-13,3.813538530312929e-13,2.3617661473856226,1.2007184659118093,-49.16014579847565,4.988467629019098,1.925645634349317
A18,A18_R1_acquisition,17,RIGHT,C4,False,11.21258825373028,9.076883229655005e-13,2.2555234567460197e-13,1.6297774252208957e-12,8.250891510170009e-13,6.313014500888623e-13,5.10974581315314e-13,0.5569400513953461,0.27336724206903856,-50.91621775375106,19.060128684420267,49.374120769578674
A18,A18_R1_acquisition,18,LEFT,C3,False,10.604636461808603,8.723943333911922e-13,5.91815753126838e-13,1.5747066571491875e-12,1.195265056417545e-12,2.457855914459194e-13,7.146128772769283e-13,0.55400434705125,0.49513348520422024,-10.626425976687099,-190.74644818395132,24.096018074793353
A18,A18_R1_acquisition,18,LEFT,Cz,False,10.604636461808603,3.3970208427280083e-13,6.56693290507279e-13,5.119714566225556e-13,5.544681940397721e-13,6.287271245858511e-13,4.399497346150215e-13,0.663517623646042,1.184366024176626,78.49805068756307,30.025329366086954,-8.300606775534888
A18,A18_R1_acquisition,18,LEFT,C4,False,10.604636461808603,4.956717105224321e-13,6.404280924715316e-13,9.097365452989086e-13,7.320407092230078e-13,5.035937581590625e-13,5.174213708825437e-13,0.5448519278288103,0.8748531118594288,60.56713157749956,-2.7457871547156287,19.532669869551736
A18,A18_R1_acquisition,19,RIGHT,C3,False,6.967569761764834,5.631487034475121e-13,6.676730512790617e-13,1.8335862777344575e-12,1.6629418386854159e-12,8.235796227329181e-13,1.2491420746941549e-12,0.30712964548541855,0.4015011443857043,30.726926002578338,-51.672290111923296,9.30659446578573
A18,A18_R1_acquisition,19,RIGHT,Cz,False,6.967569761764834,6.971026595532887e-13,5.605877606982732e-13,6.337315698647088e-13,8.633871403780037e-13,2.912322776035648e-13,7.923847513693907e-13,1.099996737896628,0.6492889857646473,-40.973553521059245,-172.07998985882034,-36.2386192252222
A18,A18_R1_acquisition,19,RIGHT,C4,False,6.967569761764834,3.599480798053514e-13,6.896333576155071e-13,9.528442382538037e-13,1.1703788800103936e-12,7.868198800370609e-13,3.011648859449342e-12,0.37776172154327925,0.5892394073356679,55.981766741329345,-282.76217160495315,-22.830031711714714
A18,A18_R1_acquisition,20,RIGHT,C3,False,11.013183116709806,4.437721029974458e-13,4.3934791958270173e-13,1.455170878666523e-12,1.3472192704716803e-12,7.285709688153793e-13,7.286629223160224e-13,0.3049621934463847,0.32611463420418557,6.936086246874295,-0.012621076680089731,7.418483270759681
A18,A18_R1_acquisition,20,RIGHT,Cz,False,11.013183116709806,5.663250281247098e-13,4.079752377910717e-13,6.98858212504947e-13,5.348355569483676e-13,4.981686353048806e-13,4.543573877870573e-13,0.8103575489151185,0.7628050014454391,-5.868094587795385,8.794461235202139,23.47009058799869
A18,A18_R1_acquisition,20,RIGHT,C4,False,11.013183116709806,1.057391804899724e-12,2.3359441240824125e-13,1.529010543631591e-12,7.661126789629809e-13,1.596442911554107e-12,1.5630459326361186e-12,0.6915529845780438,0.3049086887903192,-55.90956939093228,2.0919619910164537,49.89487272315549
A18,A18_R1_acquisition,21,LEFT,C3,False,8.420284573451,9.757541197453815e-13,8.428874979221464e-13,9.274232168684886e-13,1.3190035560007696e-12,7.730221433612405e-13,1.6107168044100125e-12,1.0521131043495824,0.6390335295818221,-39.26189808491422,-108.36619212566455,-42.22239987203256
A18,A18_R1_acquisition,21,LEFT,Cz,False,8.420284573451,1.0252352573462793e-12,9.601536109369491e-13,4.784864839954088e-13,5.847099298940713e-13,8.333604136796224e-13,9.441219027784697e-13,2.1426629416686236,1.6421024543073774,-23.361606607683655,-13.29094678373198,-22.19988431265318
A18,A18_R1_acquisition,21,LEFT,C4,False,8.420284573451,7.931214585758217e-13,7.62153052079686e-13,6.510893759457923e-13,1.1781941065658796e-12,6.90237153662113e-13,6.739371236325586e-13,1.2181452929157526,0.6468824176189084,-46.89611975017113,2.361511538907058,-80.95735395073815
A18,A18_R1_acquisition,22,RIGHT,C3,False,8.847840800411223,8.679102357724808e-13,4.798274182894249e-13,1.91196361380578e-12,1.1891103178523933e-12,4.121488688044042e-12,9.20201705005239e-13,0.4539365861910405,0.4035180008832342,-11.106966664852058,77.67307459378364,37.80685420652651
A18,A18_R1_acquisition,22,RIGHT,Cz,False,8.847840800411223,7.070155599220131e-13,1.0721757425109821e-12,4.845428906052856e-13,7.869482177713411e-13,3.83146990809353e-13,4.179861983325654e-13,1.4591392704963992,1.362447640516187,-6.626621045386422,-9.092909081608251,-62.410435284334504
A18,A18_R1_acquisition,22,RIGHT,C4,False,8.847840800411223,8.04370664381884e-13,7.375843967647978e-13,7.814461548555326e-13,1.0931216247233154e-12,2.4008953878309786e-12,2.5232209479840497e-12,1.0293360065615647,0.6747505310321629,-34.44798134613723,-5.094997506891906,-39.88444602755808
A18,A18_R1_acquisition,23,LEFT,C3,False,11.994925426005908,2.7704743379003957e-13,3.441786577633671e-13,1.795116788052098e-12,2.3405086345065995e-12,7.515547913023678e-13,5.759759079419762e-12,0.15433393283044664,0.14705293229389135,-4.717692605264125,-666.3791311128077,-30.38197013612204
A18,A18_R1_acquisition,23,LEFT,Cz,False,11.994925426005908,3.8161090989022876e-13,1.7564842076605144e-12,4.266077485932051e-13,4.745013098327349e-13,1.4078548880266555e-13,7.422342664027998e-13,0.894524094202791,3.701747858777645,313.8231583439551,-427.20935425608064,-11.22660368862617
A18,A18_R1_acquisition,23,LEFT,C4,False,11.994925426005908,3.1686354644257266e-13,4.02620140637734e-13,9.370398876392422e-13,1.3442910271344987e-12,6.82070854629423e-13,1.3111305800575192e-12,0.33815374417077565,0.29950370307533947,-11.429724426152442,-92.2279146159781,-43.46145184078302
A18,A18_R1_acquisition,24,LEFT,C3,False,9.023838848451602,1.0192698403030797e-12,3.536981755834544e-13,2.145592089043866e-12,1.9810382872620547e-12,4.112770922564033e-12,4.396471001069057e-12,0.4750529448294592,0.17854181711565612,-62.41643819727263,-6.898027725019909,7.669388912369676
A18,A18_R1_acquisition,24,LEFT,Cz,False,9.023838848451602,1.0752117843159343e-12,5.016338492849875e-13,6.699732587894329e-13,4.589040116175108e-13,7.730852572215787e-13,6.600009876104068e-13,1.6048577614257655,1.0931128004675004,-31.887247160373125,14.627658276344569,31.504130113088504
A18,A18_R1_acquisition,24,LEFT,C4,False,9.023838848451602,8.623843250283851e-13,5.819335348107601e-13,1.2598867160077952e-12,1.1124987683771694e-12,3.0347089325905485e-12,9.574026708705828e-13,0.6844935453887661,0.5230869025227252,-23.58044775635804,68.4515816133541,11.698507949798392
A18,A18_R1_acquisition,25,RIGHT,C3,False,7.742876262472502,4.623897442826572e-13,5.03179701431126e-13,1.6411031559056216e-12,1.1963645917668539e-12,6.476256413801032e-13,7.078002938428163e-13,0.28175544152646115,0.4205905999675265,49.27505842971505,-9.291579674714514,27.099976167759213
A18,A18_R1_acquisition,25,RIGHT,Cz,False,7.742876262472502,1.2771245568851767e-12,5.883316023517727e-13,7.101496162417784e-13,5.32542279691357e-13,1.5034055394521509e-12,1.0845568714706481e-12,1.7983880124359108,1.1047603632386696,-38.569410182940715,27.859992330089025,25.00984757132544
A18,A18_R1_acquisition,25,RIGHT,C4,False,7.742876262472502,8.254619384494467e-13,5.775971160215569e-13,8.771833033106009e-13,1.0085223848826297e-12,3.0244880123229313e-13,2.3176797081557255e-12,0.9410369934471494,0.5727162080678821,-39.13988376057959,-666.3048088511524,-14.972820512695407
A18,A18_R1_acquisition,26,LEFT,C3,False,7.93344070883388,6.515081530817802e-13,3.6629997571833366e-13,1.5973332332614341e-12,1.7500012343139641e-12,3.649085434816683e-13,3.899097257253902e-12,0.4078724085340234,0.20931412420513557,-48.68147003190209,-968.5135568632633,-9.557680130451716
A18,A18_R1_acquisition,26,LEFT,Cz,False,7.93344070883388,4.837894347719529e-13,4.0525906326693244e-13,5.151570866681443e-13,5.837775646353511e-13,2.656872119311386e-13,4.5171397489217124e-13,0.9391105107394204,0.6942011612249472,-26.07886363891729,-70.01720617597789,-13.32030166002762
A18,A18_R1_acquisition,26,LEFT,C4,False,7.93344070883388,4.382630298623984e-13,3.4088938861310927e-13,1.4453263140996996e-12,9.88101250554763e-13,3.809611386383189e-13,8.787917059759995e-13,0.3032277386684089,0.344994390424786,13.77402078707929,-130.6775197903628,31.634729063225016
A18,A18_R1_acquisition,27,RIGHT,C3,False,8.82171133615484,2.8919002075618846e-13,5.063951276261929e-13,3.207164905777836e-12,9.758510330077696e-13,1.5066682020101875e-12,3.7000268905192025e-13,0.0901699879027739,0.5189266706675311,475.49821480187563,75.44232442429826,69.57278276368844
A18,A18_R1_acquisition,27,RIGHT,Cz,False,8.82171133615484,1.084699270964308e-12,4.5041634119388935e-13,6.573566942365317e-13,4.395384348255413e-13,3.18228113665017e-13,4.1841945770788537e-13,1.650092378269763,1.0247484759157994,-37.897508684312584,-31.484127184418035,33.13547444191913
A18,A18_R1_acquisition,27,RIGHT,C4,False,8.82171133615484,3.7561248022450523e-13,5.025713187242913e-13,1.0040525058348407e-12,1.046882044124467e-12,1.0400404155385239e-12,3.9103759312528794e-13,0.37409645216929593,0.4800648951282796,28.326503056764636,62.40169254164877,-4.265667187794609
A18,A18_R1_acquisition,28,LEFT,C3,False,7.052838995634105,4.331739278680349e-13,3.886119046158328e-13,1.3563633371677832e-12,1.7346355724870534e-12,2.7629202204786437e-13,1.904958927812967e-12,0.31936422638239664,0.2240308631850874,-29.85098371135661,-589.4730125370595,-27.888709828233708
A18,A18_R1_acquisition,28,LEFT,Cz,False,7.052838995634105,8.668469559837554e-13,7.651713966448862e-13,3.9359288890354576e-13,6.18469633762839e-13,4.810892173020712e-13,7.301609947289069e-13,2.2023948613466584,1.2372012381424407,-43.82473098461773,-51.772471398053796,-57.13435155948707
A18,A18_R1_acquisition,28,LEFT,C4,False,7.052838995634105,3.886267791063475e-13,4.101858604731404e-13,1.0728425531201113e-12,1.2101702748288486e-12,3.9336189433109957e-13,3.8801064696176576e-13,0.36224027279316756,0.33894888100036336,-6.429818422233564,1.3603878378797831,-12.800361181550057
A18,A18_R1_acquisition,29,LEFT,C3,False,8.608311659747677,3.6336313479300886e-13,5.202951247347476e-13,1.169973887924999e-12,2.095935818299307e-12,2.1913264513493446e-13,3.933317057080946e-12,0.3105737132624811,0.24824000820641903,-20.070502555179488,-1694.94801181218,-79.1438116637409
A18,A18_R1_acquisition,29,LEFT,Cz,False,8.608311659747677,1.2391051822643127e-12,6.428977468784879e-13,7.503805574968753e-13,5.184059129687822e-13,9.80173907960142e-13,5.38161011399127e-13,1.6513023556976587,1.2401435454251897,-24.89906278240356,45.09535430104401,30.914266395962574
A18,A18_R1_acquisition,29,LEFT,C4,False,8.608311659747677,4.927900383064567e-13,3.611042196418293e-13,9.213393529238492e-13,9.924523227321563e-13,7.957672797480004e-13,1.2866294337833679e-12,0.5348626830522313,0.3638504453772983,-31.973110686847633,-61.684133857679015,-7.718433993146144
A18,A18_R1_acquisition,30,LEFT,C3,False,9.91568889301586,3.554923743600346e-13,9.044550260458957e-13,1.5903529743236089e-12,2.3196148359925647e-12,1.2989748770019837e-12,3.7980765478022695e-12,0.2235304866903705,0.38991603778860934,74.4352833305966,-192.3903006167585,-45.85534616798622
A18,A18_R1_acquisition,30,LEFT,Cz,False,9.91568889301586,5.0245078222808e-13,6.886876178824738e-13,6.265135952230435e-13,6.223900798221756e-13,3.2177565646611586e-13,9.660053339741357e-13,0.8019790568937356,1.1065208784806473,37.97378734134005,-200.2108191101957,0.6581685429188292
A18,A18_R1_acquisition,30,LEFT,C4,False,9.91568889301586,5.312150932801558e-13,1.0734913772439525e-12,1.303544252600343e-12,1.5784686937116016e-12,6.226149734822244e-13,1.7081456593480998e-12,0.4075159644334855,0.6800840469757758,66.88525268481322,-174.35023764279373,-21.090533793757476
A18,A18_R1_acquisition,31,LEFT,C3,False,9.447752252165662,8.78641811280106e-13,8.885297666425691e-13,1.2853828478976261e-12,1.8245704079225865e-12,1.0723324410825171e-12,3.768867725246191e-12,0.6835642880385511,0.486980257261888,-28.75867481912342,-251.46448814339027,-41.94762369101597
A18,A18_R1_acquisition,31,LEFT,Cz,False,9.447752252165662,3.5306234129249866e-13,9.255735362325847e-13,5.030058388198437e-13,7.191204734976514e-13,2.71376147655108e-13,9.335836609452012e-13,0.7019050556567222,1.287091065187991,83.37110622230128,-244.01831885818237,-42.96463738569269
A18,A18_R1_acquisition,31,LEFT,C4,False,9.447752252165662,5.560253097124878e-13,7.849885649206257e-13,9.468346849443845e-13,1.2385553340619848e-12,5.413451407523743e-13,2.3546036689326264e-12,0.5872464523679208,0.6337936976510894,7.926356148339206,-334.95424483909517,-30.810093224957793
A18,A18_R1_acquisition,32,LEFT,C3,False,9.993819714877821,4.484827041363569e-13,2.2515598421410244e-13,1.891516852350084e-12,2.1581715052453667e-12,3.3667136486515566e-12,4.687971880743131e-12,0.23710214560295717,0.10432719719765925,-55.999049720806035,-39.24474636031989,-14.097397681864788
